	full name	simple name	stigmatizing
939	\Framingham Cohort ( phs000007 )\Tests\ECG\CONJUGATED ESTROGEN USED IN INTERIM (E.G. PREMARIN)\	CONJUGATED ESTROGEN USED IN INTERIM (E.G. PREMARIN)	y
940	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression - Part II: Non Cardiovascular Diagnoses First Examiner Opinions: Mental Health: Anxiety\	Clinical Diagnostic Impression - Part II: Non Cardiovascular Diagnoses First Examiner Opinions: Mental Health: Anxiety	y
941	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression - Part II: Non Cardiovascular Diagnoses First Examiner Opinions: Mental Health: Depression\	Clinical Diagnostic Impression - Part II: Non Cardiovascular Diagnoses First Examiner Opinions: Mental Health: Depression	y
942	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression - Part II: Non Cardiovascular Diagnoses First Examiner Opinions: Mental Health: Other\	Clinical Diagnostic Impression - Part II: Non Cardiovascular Diagnoses First Examiner Opinions: Mental Health: Other	y
943	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression-Part II-Mental Health: Anxiety\	Clinical Diagnostic Impression-Part II-Mental Health: Anxiety	y
944	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression-Part II-Mental Health: Depression\	Clinical Diagnostic Impression-Part II-Mental Health: Depression	y
945	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression-Part II-Mental Health: Other mental health\	Clinical Diagnostic Impression-Part II-Mental Health: Other mental health	y
946	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression: Anxiety\	Clinical Diagnostic Impression: Anxiety	y
947	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression: Depression\	Clinical Diagnostic Impression: Depression	y
948	\Framingham Cohort ( phs000007 )\Tests\ECG\Clinical Diagnostic Impression: Other mental health\	Clinical Diagnostic Impression: Other mental health	y
949	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: FELT EVERYTHING I DID WAS AN EFFORT\	DEPRESSION SCALE: FELT EVERYTHING I DID WAS AN EFFORT	y
950	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: I COULD NOT GET GOING\	DEPRESSION SCALE: I COULD NOT GET GOING	y
951	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: I ENJOYED LIFE\	DEPRESSION SCALE: I ENJOYED LIFE	y
952	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: I FELT DEPRESSED\	DEPRESSION SCALE: I FELT DEPRESSED	y
953	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: I FELT LONELY\	DEPRESSION SCALE: I FELT LONELY	y
954	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: I FELT SAD\	DEPRESSION SCALE: I FELT SAD	y
955	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: I FELT THAT PEOPLE DISLIKED ME\	DEPRESSION SCALE: I FELT THAT PEOPLE DISLIKED ME	y
956	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: I WAS HAPPY\	DEPRESSION SCALE: I WAS HAPPY	y
957	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: MY SLEEP WAS RESTLESS\	DEPRESSION SCALE: MY SLEEP WAS RESTLESS	y
958	\Framingham Cohort ( phs000007 )\Tests\ECG\DEPRESSION SCALE: PEOPLE WERE UNFRIENDLY\	DEPRESSION SCALE: PEOPLE WERE UNFRIENDLY	y
959	\Framingham Cohort ( phs000007 )\Tests\ECG\DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS OR OTHER ORAL ESTROGENS\	DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS OR OTHER ORAL ESTROGENS	y
960	\Framingham Cohort ( phs000007 )\Tests\ECG\DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN (PICK NEAREST DOSE)\	DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN (PICK NEAREST DOSE)	y
961	\Framingham Cohort ( phs000007 )\Tests\ECG\DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN\	DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN	y
962	\Framingham Cohort ( phs000007 )\Tests\ECG\DOSE/DAY PREMARIN OR CONJ ESTROGEN\	DOSE/DAY PREMARIN OR CONJ ESTROGEN	y
963	\Framingham Cohort ( phs000007 )\Tests\ECG\DOSE/DAY PREMARIN OR CONJ. ESTROGENS\	DOSE/DAY PREMARIN OR CONJ. ESTROGENS	y
964	\Framingham Cohort ( phs000007 )\Tests\ECG\DOSE/DAY PREMARIN OR CONJUGATED ESTROGEN\	DOSE/DAY PREMARIN OR CONJUGATED ESTROGEN	y
965	\Framingham Cohort ( phs000007 )\Tests\ECG\ECHO: OTHER CONGENITAL ABNORMALITY\	ECHO: OTHER CONGENITAL ABNORMALITY	n
966	\Framingham Cohort ( phs000007 )\Tests\ECG\EDUCATION\	EDUCATION	y
967	\Framingham Cohort ( phs000007 )\Tests\ECG\ESTROGEN CREAM USE DURING INTERIM\	ESTROGEN CREAM USE DURING INTERIM	y
968	\Framingham Cohort ( phs000007 )\Tests\ECG\ESTROGEN CREAM USE IN INTERIM - FEMALE\	ESTROGEN CREAM USE IN INTERIM - FEMALE	y
969	\Framingham Cohort ( phs000007 )\Tests\ECG\ESTROGEN CREAM USE IN INTERIM\	ESTROGEN CREAM USE IN INTERIM	y
970	\Framingham Cohort ( phs000007 )\Tests\ECG\ESTROGEN CREAM USE INTERIM\	ESTROGEN CREAM USE INTERIM	y
971	\Framingham Cohort ( phs000007 )\Tests\ECG\ESTROGEN REPLACEMENT IN INTERIM (E.G. PREMARIN)\	ESTROGEN REPLACEMENT IN INTERIM (E.G. PREMARIN)	y
972	\Framingham Cohort ( phs000007 )\Tests\ECG\ESTROGEN REPLACEMENT IN INTERIM (E.G.PREMARIN)\	ESTROGEN REPLACEMENT IN INTERIM (E.G.PREMARIN)	y
973	\Framingham Cohort ( phs000007 )\Tests\ECG\ESTROGEN USE?\	ESTROGEN USE?	y
974	\Framingham Cohort ( phs000007 )\Tests\ECG\ESTROGEN\	ESTROGEN	y
975	\Framingham Cohort ( phs000007 )\Tests\ECG\EXAMINER ASSESSES SUBJECT'S MENTAL STATUS\	EXAMINER ASSESSES SUBJECT'S MENTAL STATUS	n
976	\Framingham Cohort ( phs000007 )\Tests\ECG\EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS\	EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS	y
977	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: DEPRESSION/POSSIBLE DEPRESSION\	FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: DEPRESSION/POSSIBLE DEPRESSION	y
978	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: ILLITERATE OR LOW EDUCATION\	FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: ILLITERATE OR LOW EDUCATION	y
979	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: NOT FLUENT IN ENGLISH\	FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: NOT FLUENT IN ENGLISH	y
980	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: OTHER, WRITE IN\	FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: OTHER, WRITE IN	y
981	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: POOR EYESIGHT\	FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: POOR EYESIGHT	y
982	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: POOR HEARING\	FACTOR POTENTIALLY AFFECTING MENTAL STATUS TESTING: POOR HEARING	y
983	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - APHASIA\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - APHASIA	y
984	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - COMA\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - COMA	y
985	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - DEPRESSION\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - DEPRESSION	y
986	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - ILLITERACY OR LOW EDUCATION\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - ILLITERACY OR LOW EDUCATION	y
987	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - NOT FLUENT IN ENGLISH\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - NOT FLUENT IN ENGLISH	y
988	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - OTHER\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - OTHER	y
989	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - PARKINSONISM\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - PARKINSONISM	y
990	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - POOR EYESIGHT\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - POOR EYESIGHT	y
991	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - POOR HEARING\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING - POOR HEARING	y
992	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: APHASIA\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: APHASIA	y
993	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: COMA\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: COMA	y
994	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: DEPRESSION\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: DEPRESSION	y
995	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: ILLITERACY OR LOW EDUCATION\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: ILLITERACY OR LOW EDUCATION	y
996	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: NOT FLUENT IN ENGLISH\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: NOT FLUENT IN ENGLISH	y
997	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: OTHER\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: OTHER	y
998	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: PARKINSONISM\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: PARKINSONISM	y
999	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: POOR EYESIGHT\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: POOR EYESIGHT	y
1000	\Framingham Cohort ( phs000007 )\Tests\ECG\FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: POOR HEARING\	FACTORS POTENTIALLY AFFECTING MENTAL STATUS TESTING: POOR HEARING	y
1001	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE GENITOURINARY DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN\	FEMALE GENITOURINARY DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN	y
1002	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE GENITOURINARY ESTROGEN CREAM USE IN INTERIM\	FEMALE GENITOURINARY ESTROGEN CREAM USE IN INTERIM	y
1003	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE GENITOURINARY ESTROGEN REPLACEMENT IN INTERIM (E.G. PREMARIN)\	FEMALE GENITOURINARY ESTROGEN REPLACEMENT IN INTERIM (E.G. PREMARIN)	y
1004	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE GENITOURINARY NUMBER OF DAYS A MONTH TAKING ESTROGEN\	FEMALE GENITOURINARY NUMBER OF DAYS A MONTH TAKING ESTROGEN	y
1005	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE GENITOURINARY PATCH DOSE OF ESTROGEN\	FEMALE GENITOURINARY PATCH DOSE OF ESTROGEN	y
1006	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN\	FEMALE HORMONE REPLACEMENT: DOSE/DAY OF PREMARIN CONJUGATED ESTROGENS, OR OTHER ORAL ESTROGEN	y
1007	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: ESTROGEN CREAM USE IN INTERIM\	FEMALE HORMONE REPLACEMENT: ESTROGEN CREAM USE IN INTERIM	y
1008	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: ESTROGEN CREAM USE SINCE LAST EXAM\	FEMALE HORMONE REPLACEMENT: ESTROGEN CREAM USE SINCE LAST EXAM	y
1009	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: ESTROGEN PREPARATION: NUMBER OF DAYS PER MONTH TAKEN\	FEMALE HORMONE REPLACEMENT: ESTROGEN PREPARATION: NUMBER OF DAYS PER MONTH TAKEN	y
1010	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: ESTROGEN PREPARATION: STRENGTH CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO ESTROGEN PREPARATION USE (199)\	FEMALE HORMONE REPLACEMENT: ESTROGEN PREPARATION: STRENGTH CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO ESTROGEN PREPARATION USE (199)	y
1011	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: ESTROGEN REPLACEMENT IN INTERIM (E.G. PREMARIN)\	FEMALE HORMONE REPLACEMENT: ESTROGEN REPLACEMENT IN INTERIM (E.G. PREMARIN)	y
1012	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: ESTROGEN USE SINCE YOUR LAST EXAM?\	FEMALE HORMONE REPLACEMENT: ESTROGEN USE SINCE YOUR LAST EXAM?	y
1013	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: NAME OF MOST RECENT ESTROGEN PREPARATION - CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO ESTROGEN PREPARATION USE (197)\	FEMALE HORMONE REPLACEMENT: NAME OF MOST RECENT ESTROGEN PREPARATION - CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO ESTROGEN PREPARATION USE (197)	y
1014	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: NAME OF MOST RECENT PROGESTERONE PREPARATION - CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO PROGESTERONE PREPARATION USE (207)\	FEMALE HORMONE REPLACEMENT: NAME OF MOST RECENT PROGESTERONE PREPARATION - CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO PROGESTERONE PREPARATION USE (207)	y
1015	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: NUMBER OF DAYS A MONTH TAKING ESTROGENS\	FEMALE HORMONE REPLACEMENT: NUMBER OF DAYS A MONTH TAKING ESTROGENS	y
1016	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: PATCH DOSE OF ESTROGEN\	FEMALE HORMONE REPLACEMENT: PATCH DOSE OF ESTROGEN	y
1017	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: PROGESERONE PREPARATION: STRENGTH CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO PROGESTERONE PREPARATION USE (207)\	FEMALE HORMONE REPLACEMENT: PROGESERONE PREPARATION: STRENGTH CHARACTER VARIABLE; (BLANK) = UNKNOWN, OR NO PROGESTERONE PREPARATION USE (207)	y
1018	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: PROGESTERONE PREPARATION: NUMBER OF DAYS PER MONTH TAKEN\	FEMALE HORMONE REPLACEMENT: PROGESTERONE PREPARATION: NUMBER OF DAYS PER MONTH TAKEN	y
1019	\Framingham Cohort ( phs000007 )\Tests\ECG\FEMALE HORMONE REPLACEMENT: PROGESTERONE USE SINCE YOUR LAST EXAM?\	FEMALE HORMONE REPLACEMENT: PROGESTERONE USE SINCE YOUR LAST EXAM?	y
1020	\Framingham Cohort ( phs000007 )\Tests\ECG\HOSPITALIZED SINCE LAST EXAM FOR MENTAL OR EMOTIONAL DISEASE\	HOSPITALIZED SINCE LAST EXAM FOR MENTAL OR EMOTIONAL DISEASE	y
1021	\Framingham Cohort ( phs000007 )\Tests\ECG\IF ESTROGEN USE EVER: NAME OF MOST RECENT ESTROGEN PREPARATION\	IF ESTROGEN USE EVER: NAME OF MOST RECENT ESTROGEN PREPARATION	y
1022	\Framingham Cohort ( phs000007 )\Tests\ECG\IF ESTROGEN USE EVER: NUMBER OF DAYS PER MONTH TAKEN\	IF ESTROGEN USE EVER: NUMBER OF DAYS PER MONTH TAKEN	y
1023	\Framingham Cohort ( phs000007 )\Tests\ECG\IF ESTROGEN USE EVER: THE STRENGTH OF ESTROGEN\	IF ESTROGEN USE EVER: THE STRENGTH OF ESTROGEN	y
1024	\Framingham Cohort ( phs000007 )\Tests\ECG\IF PERIODS HAVE STOPPED, HAVE YOU USED EVISTA (RALOXIFENE) OR NOLVADEX (TAMOXIFEN) OR OTHER SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)?\	IF PERIODS HAVE STOPPED, HAVE YOU USED EVISTA (RALOXIFENE) OR NOLVADEX (TAMOXIFEN) OR OTHER SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)?	y
1025	\Framingham Cohort ( phs000007 )\Tests\ECG\IF PERIODS HAVE STOPPED, SINCE YOUR LAST EXAM HAVE YOU TAKEN HORMONE REPLACEMENT THERAPY? (ESTROGEN/PROGESTERONE)\	IF PERIODS HAVE STOPPED, SINCE YOUR LAST EXAM HAVE YOU TAKEN HORMONE REPLACEMENT THERAPY? (ESTROGEN/PROGESTERONE)	y
1026	\Framingham Cohort ( phs000007 )\Tests\ECG\IF PERIODS STOPPED: HAVE YOU EVER TAKEN HORMONE REPLACEMENT THERAPY (ESTROGEN/PROGESTERONE)?\	IF PERIODS STOPPED: HAVE YOU EVER TAKEN HORMONE REPLACEMENT THERAPY (ESTROGEN/PROGESTERONE)?	y
1027	\Framingham Cohort ( phs000007 )\Tests\ECG\IF PERIODS STOPPED: HAVE YOU USED EVISTA (RALOXIFENE) OR NOLVADEX (TAMOXIFEN) OR OTHER SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)?\	IF PERIODS STOPPED: HAVE YOU USED EVISTA (RALOXIFENE) OR NOLVADEX (TAMOXIFEN) OR OTHER SELECTIVE ESTROGEN RECEPTOR MODULATOR (SERM)?	y
1028	\Framingham Cohort ( phs000007 )\Tests\ECG\IF PROGESTERONE USE EVER: NAME OF MOST RECENT PROGESTERONE PREPARATION\	IF PROGESTERONE USE EVER: NAME OF MOST RECENT PROGESTERONE PREPARATION	y
1029	\Framingham Cohort ( phs000007 )\Tests\ECG\IF PROGESTERONE USE EVER: NUMBER OF DAYS PER MONTH TAKEN\	IF PROGESTERONE USE EVER: NUMBER OF DAYS PER MONTH TAKEN	y
1030	\Framingham Cohort ( phs000007 )\Tests\ECG\IF PROGESTERONE USE EVER: THE STRENGTH OF PROGESTERONE\	IF PROGESTERONE USE EVER: THE STRENGTH OF PROGESTERONE	y
1031	\Framingham Cohort ( phs000007 )\Tests\ECG\IF TAKEN HRT: ESTROGEN USE EVER?\	IF TAKEN HRT: ESTROGEN USE EVER?	y
1032	\Framingham Cohort ( phs000007 )\Tests\ECG\IF TAKEN HRT: PROGESTERONE USE EVER?\	IF TAKEN HRT: PROGESTERONE USE EVER?	y
1033	\Framingham Cohort ( phs000007 )\Tests\ECG\INABILITY WALK ON TREADMILL\	INABILITY WALK ON TREADMILL	n
1034	\Framingham Cohort ( phs000007 )\Tests\ECG\INTERIM HISTORY OF MEDICINE USED: ESTROGEN\	INTERIM HISTORY OF MEDICINE USED: ESTROGEN	y
1035	\Framingham Cohort ( phs000007 )\Tests\ECG\If estrogen use ever: Name of most recent estrogen preparation\	If estrogen use ever: Name of most recent estrogen preparation	y
1036	\Framingham Cohort ( phs000007 )\Tests\ECG\If estrogen use ever: Number of days per month taken\	If estrogen use ever: Number of days per month taken	y
1037	\Framingham Cohort ( phs000007 )\Tests\ECG\If estrogen use ever: The strength of estrogen\	If estrogen use ever: The strength of estrogen	y
1038	\Framingham Cohort ( phs000007 )\Tests\ECG\If periods stopped: Have you ever taken hormone replacement therapy (estrogen/progesterone)?\	If periods stopped: Have you ever taken hormone replacement therapy (estrogen/progesterone)?	y
1039	\Framingham Cohort ( phs000007 )\Tests\ECG\If periods stopped: Have you used Evista (raloxifene) or Nolvadex (tamoxifen) or other selective estrogen receptor modulator (SERM)?\	If periods stopped: Have you used Evista (raloxifene) or Nolvadex (tamoxifen) or other selective estrogen receptor modulator (SERM)?	y
1040	\Framingham Cohort ( phs000007 )\Tests\ECG\If progesterone use ever: Name of most recent progesterone preparation\	If progesterone use ever: Name of most recent progesterone preparation	y
1041	\Framingham Cohort ( phs000007 )\Tests\ECG\If progesterone use ever: Number of days per month taken\	If progesterone use ever: Number of days per month taken	y
1042	\Framingham Cohort ( phs000007 )\Tests\ECG\If progesterone use ever: The strength of progesterone\	If progesterone use ever: The strength of progesterone	y
1043	\Framingham Cohort ( phs000007 )\Tests\ECG\If taken HRT: Estrogen use ever?\	If taken HRT: Estrogen use ever?	y
1044	\Framingham Cohort ( phs000007 )\Tests\ECG\If taken HRT: Progesterone use ever?\	If taken HRT: Progesterone use ever?	y
1045	\Framingham Cohort ( phs000007 )\Tests\ECG\MARITAL STATUS, EXAM 1\	MARITAL STATUS, EXAM 1	y
1046	\Framingham Cohort ( phs000007 )\Tests\ECG\MARITAL STATUS\	MARITAL STATUS	y
1047	\Framingham Cohort ( phs000007 )\Tests\ECG\MARRIED SAME SPOUSE AT 1ST EXAM\	MARRIED SAME SPOUSE AT 1ST EXAM	y
1048	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICATION USE - ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM, ETC)\	MEDICATION USE - ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM, ETC)	y
1049	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICATION USE - ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATION USE - ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
1050	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)\	MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM ETC.)	y
1051	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)\	MEDICATION USE: ANTI-ANXIETY,SEDATIVE/HYPNOTICS ETC. (LIBRIUM, VALIUM, ETC.)	y
1052	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICATION USE: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATION USE: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
1053	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICATION USE: ORAL/PATCH ESTROGEN\	MEDICATION USE: ORAL/PATCH ESTROGEN	y
1054	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICATIONS: ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM)\	MEDICATIONS: ANTI-ANXIETY, SEDATIVE/HYPNOTICS (LIBRIUM, VALIUM)	y
1055	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICATIONS: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)\	MEDICATIONS: ORAL/PATCH ESTROGEN (FOR WOMEN USERS ALSO SEE ESTROGEN SECTION)	y
1056	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICINE USE: ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC. (LIBRIUM, VALIUM, ETC.)\	MEDICINE USE: ANTI-ANXIETY, SEDATIVE/HYPNOTICS, ETC. (LIBRIUM, VALIUM, ETC.)	y
1057	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICINE USE: ESTROGEN\	MEDICINE USE: ESTROGEN	y
1058	\Framingham Cohort ( phs000007 )\Tests\ECG\MEDICINE USE: ORAL ESTROGEN\	MEDICINE USE: ORAL ESTROGEN	y
1059	\Framingham Cohort ( phs000007 )\Tests\ECG\MMSE - EXAMINER ASSESSES SUBJECT MENTAL STATUS\	MMSE - EXAMINER ASSESSES SUBJECT MENTAL STATUS	n
1060	\Framingham Cohort ( phs000007 )\Tests\ECG\MMSE - EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS\	MMSE - EXAMINER'S ASSESSMENT OF SUBJECT'S MENTAL STATUS	n
1061	\Framingham Cohort ( phs000007 )\Tests\ECG\MMSE: APHASIA (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: APHASIA (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
1062	\Framingham Cohort ( phs000007 )\Tests\ECG\MMSE: COMA (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: COMA (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
1063	\Framingham Cohort ( phs000007 )\Tests\ECG\MMSE: DEPRESSION (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)\	MMSE: DEPRESSION (FACTORS POTENTIALLY AFFECTING MENTAL STATUS)	y
